udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,type_encoded,temp_diff,power
4614,L51793,L,303.1,311.3,1403.0,55.6,150,0,0,0,0,0,0,0,8.2,78006.8
4615,H34028,H,303.0,311.2,1503.0,37.0,152,0,0,0,0,0,0,2,8.2,55611.0
4616,L51795,L,303.0,311.3,1793.0,29.3,157,0,0,0,0,0,0,0,8.3,52534.9
4617,L51796,L,303.1,311.4,1829.0,24.5,159,0,0,0,0,0,0,0,8.3,44810.5
4618,M19477,M,303.1,311.4,1831.0,23.3,161,0,0,0,0,0,0,1,8.3,42662.3
4619,M19478,M,303.0,311.3,1335.0,53.6,164,1,0,1,0,0,0,1,8.3,71556.0
4620,H34033,H,303.1,311.3,2056.0,19.7,167,0,0,0,0,0,0,2,8.2,40503.2
4621,L51800,L,303.1,311.3,1336.0,52.6,172,1,0,1,0,0,0,0,8.2,70273.6
4622,L51801,L,303.0,311.2,1341.0,51.0,174,1,0,1,0,0,0,0,8.2,68391.0
4623,M19482,M,303.0,311.1,1526.0,37.3,176,0,0,0,0,0,0,1,8.1,56919.8
4624,L51803,L,303.0,311.1,1525.0,40.7,179,0,0,0,0,0,0,0,8.1,62067.5
4625,M19484,M,303.0,311.1,1428.0,39.8,181,0,0,0,0,0,0,1,8.1,56834.4
4626,L51805,L,303.0,311.2,1511.0,45.7,184,0,0,0,0,0,0,0,8.2,69052.7
4627,L51806,L,303.0,311.2,1664.0,29.8,186,0,0,0,0,0,0,0,8.2,49587.2
4628,M19487,M,303.0,311.2,1592.0,38.9,188,0,0,0,0,0,0,1,8.2,61928.8
4629,M19488,M,303.0,311.1,1597.0,36.7,191,0,0,0,0,0,0,1,8.1,58609.9
4630,L51809,L,303.0,311.2,1735.0,26.1,194,0,0,0,0,0,0,0,8.2,45283.5
4631,L51810,L,302.9,311.2,1751.0,23.8,196,0,0,0,0,0,0,0,8.3,41673.8
4632,L51811,L,303.0,311.2,1383.0,44.6,198,0,0,0,0,0,0,0,8.2,61681.8
4633,M19492,M,302.9,311.2,1330.0,53.7,200,1,0,1,0,0,0,1,8.3,71421.0
4634,L51813,L,303.0,311.2,1382.0,50.5,203,0,0,0,0,0,0,0,8.2,69791.0
4635,L51814,L,303.0,311.2,1755.0,30.4,205,0,0,0,0,0,0,0,8.2,53352.0
4636,M19495,M,303.0,311.2,1614.0,35.7,207,0,0,0,0,0,0,1,8.2,57619.8
4637,L51816,L,303.0,311.3,1466.0,43.0,210,0,0,0,0,0,0,0,8.3,63038.0
4638,M19497,M,303.1,311.3,1847.0,24.7,212,0,0,0,0,0,0,1,8.2,45620.9
4639,L51818,L,303.1,311.3,1474.0,34.8,215,0,0,0,0,0,0,0,8.2,51295.2
4640,L51819,L,303.1,311.3,1657.0,31.8,217,0,0,0,0,0,0,0,8.2,52692.6
4641,L51820,L,303.1,311.2,1435.0,40.1,219,0,0,0,0,0,0,0,8.1,57543.5
4642,H34055,H,303.1,311.3,1494.0,42.7,221,0,0,0,0,0,0,2,8.2,63793.8
4643,L51822,L,303.2,311.4,1238.0,54.6,226,1,0,1,0,1,0,0,8.2,67594.8
4644,L51823,L,303.2,311.4,1324.0,54.2,228,1,0,1,0,1,0,0,8.2,71760.8
4645,L51824,L,303.2,311.4,1514.0,41.2,230,0,0,0,0,0,0,0,8.2,62376.8
4646,L51825,L,303.3,311.4,1732.0,25.6,232,0,0,0,0,0,0,0,8.1,44339.2
4647,L51826,L,303.3,311.4,1497.0,46.0,234,1,1,0,0,0,0,0,8.1,68862.0
4648,L51827,L,303.3,311.4,1958.0,21.5,0,0,0,0,0,0,0,0,8.1,42097.0
4649,L51828,L,303.3,311.4,1630.0,32.5,2,0,0,0,0,0,0,0,8.1,52975.0
4650,M19509,M,303.3,311.4,1395.0,59.1,4,0,0,0,0,0,0,1,8.1,82444.5
4651,L51830,L,303.3,311.4,1658.0,30.5,7,0,0,0,0,0,0,0,8.1,50569.0
4652,L51831,L,303.2,311.4,1349.0,51.1,9,1,0,1,0,0,0,0,8.2,68933.9
4653,L51832,L,303.1,311.2,1452.0,52.9,11,0,0,0,0,0,0,0,8.1,76810.8
4654,M19513,M,303.1,311.1,1594.0,35.5,13,0,0,0,0,0,0,1,8.0,56587.0
4655,M19514,M,303.1,311.0,1510.0,47.6,16,0,0,0,0,0,0,1,7.9,71876.0
4656,L51835,L,303.1,311.1,1854.0,22.6,19,0,0,0,0,0,0,0,8.0,41900.4
4657,L51836,L,303.1,311.2,1626.0,32.3,21,0,0,0,0,0,0,0,8.1,52519.8
4658,L51837,L,303.1,311.2,1628.0,35.2,23,0,0,0,0,0,0,0,8.1,57305.6
4659,L51838,L,303.1,311.2,1679.0,34.8,25,0,0,0,0,0,0,0,8.1,58429.2
4660,M19519,M,303.1,311.2,1489.0,44.5,27,0,0,0,0,0,0,1,8.1,66260.5
4661,L51840,L,303.2,311.2,1439.0,43.9,30,0,0,0,0,0,0,0,8.0,63172.1
4662,L51841,L,303.3,311.3,1350.0,48.1,32,1,0,1,0,0,0,0,8.0,64935.0
4663,H34076,H,303.3,311.2,1607.0,31.7,34,0,0,0,0,0,0,2,7.9,50941.9
4664,L51843,L,303.3,311.3,1389.0,53.9,39,0,0,0,0,0,0,0,8.0,74867.1
4665,M19524,M,303.3,311.3,1566.0,46.1,41,0,0,0,0,0,0,1,8.0,72192.6
4666,M19525,M,303.4,311.4,1307.0,54.0,44,1,0,1,0,0,0,1,8.0,70578.0
4667,M19526,M,303.3,311.5,1569.0,36.6,47,0,0,0,0,0,0,1,8.2,57425.4
4668,H34081,H,303.3,311.4,1651.0,30.6,50,0,0,0,0,0,0,2,8.1,50520.6
4669,H34082,H,303.3,311.4,1692.0,27.9,55,0,0,0,0,0,0,2,8.1,47206.8
4670,M19529,M,303.3,311.5,1373.0,47.3,60,1,0,1,0,0,0,1,8.2,64942.9
4671,L51850,L,303.2,311.4,1610.0,35.5,63,0,0,0,0,0,0,0,8.2,57155.0
4672,L51851,L,303.3,311.4,1511.0,43.4,65,0,0,0,0,0,0,0,8.1,65577.4
4673,L51852,L,303.3,311.5,1412.0,55.6,67,0,0,0,0,0,0,0,8.2,78507.2
4674,L51853,L,303.4,311.5,1501.0,36.2,69,0,0,0,0,0,0,0,8.1,54336.2
4675,L51854,L,303.4,311.5,1414.0,44.8,71,0,0,0,0,0,0,0,8.1,63347.2
4676,H34089,H,303.5,311.5,1629.0,33.5,73,0,0,0,0,0,0,2,8.0,54571.5
4677,L51856,L,303.4,311.5,1879.0,21.3,78,0,0,0,0,0,0,0,8.1,40022.7
4678,H34091,H,303.5,311.6,1466.0,47.0,80,0,0,0,0,0,0,2,8.1,68902.0
4679,H34092,H,303.6,311.7,1476.0,40.1,85,0,0,0,0,0,0,2,8.1,59187.6
4680,L51859,L,303.6,311.8,1695.0,30.7,90,0,0,0,0,0,0,0,8.2,52036.5
4681,L51860,L,303.6,311.7,1491.0,39.8,92,0,0,0,0,0,0,0,8.1,59341.8
4682,M19541,M,303.6,311.8,1659.0,34.7,94,0,0,0,0,0,0,1,8.2,57567.3
4683,L51862,L,303.6,311.8,1567.0,31.7,97,0,0,0,0,0,0,0,8.2,49673.9
4684,L51863,L,303.6,311.8,1736.0,32.9,99,0,0,0,0,0,0,0,8.2,57114.4
4685,M19544,M,303.6,311.8,1421.0,44.8,101,1,0,0,0,0,0,1,8.2,63660.8
4686,M19545,M,303.6,311.8,1627.0,30.8,104,0,0,0,0,0,0,1,8.2,50111.6
4687,M19546,M,303.5,311.6,1562.0,34.2,107,0,0,0,0,0,0,1,8.1,53420.4
4688,L51867,L,303.5,311.6,2076.62838774028,17.0,110,0,0,0,0,0,0,0,8.1,35302.683
4689,L51868,L,303.5,311.6,1577.0,38.1,112,0,0,0,0,0,0,0,8.1,60083.7
4690,M19549,M,303.4,311.5,1560.0,36.4,114,0,0,0,0,0,0,1,8.1,56784.0
4691,M19550,M,303.4,311.5,1483.0,43.0,117,0,0,0,0,0,0,1,8.1,63769.0
4692,L51871,L,303.5,311.5,1535.0,33.3,120,0,0,0,0,0,0,0,8.0,51115.5
4693,M19552,M,303.4,311.4,1606.0,29.6,122,0,0,0,0,0,0,1,8.0,47537.6
4694,M19553,M,303.4,311.5,1817.0,24.7,125,0,0,0,0,0,0,1,8.1,44879.9
4695,L51874,L,303.4,311.5,1424.0,50.8,128,0,0,0,0,0,0,0,8.1,72339.2
4696,L51875,L,303.3,311.6,1514.0,34.7,130,0,0,0,0,0,0,0,8.3,52535.8
4697,L51876,L,303.4,311.6,1449.0,41.7,132,0,0,0,0,0,0,0,8.2,60423.3
4698,M19557,M,303.5,311.6,1573.0,34.0,134,0,0,0,0,0,0,1,8.1,53482.0
4699,L51878,L,303.4,311.6,1564.0,41.9,137,0,0,0,0,0,0,0,8.2,65531.6
4700,L51879,L,303.5,311.6,1428.0,46.2,139,0,0,0,0,0,0,0,8.1,65973.6
4701,L51880,L,303.5,311.7,1620.0,31.0,141,0,0,0,0,0,0,0,8.2,50220.0
4702,H34115,H,303.5,311.7,1584.0,32.7,143,0,0,0,0,0,0,2,8.2,51796.8
4703,L51882,L,303.6,311.8,1222.0,66.8,148,1,0,1,0,0,0,0,8.2,81629.6
4704,M19563,M,303.6,311.8,1432.0,42.5,150,0,0,0,0,0,0,1,8.2,60860.0
4705,L51884,L,303.7,311.9,1561.0,33.3,153,0,0,0,0,0,0,0,8.2,51981.3
4706,L51885,L,303.6,311.8,1614.0,33.2,155,0,0,0,0,0,0,0,8.2,53584.8
4707,L51886,L,303.5,311.7,1959.0,22.3,157,0,0,0,0,0,0,0,8.2,43685.7
4708,L51887,L,303.5,311.8,1944.0,23.5,159,0,0,0,0,0,0,0,8.3,45684.0
4709,L51888,L,303.4,311.7,1793.0,25.8,161,0,0,0,0,0,0,0,8.3,46259.4
4710,M19569,M,303.4,311.6,1446.0,50.0,163,0,0,0,0,0,0,1,8.2,72300.0
4711,L51890,L,303.4,311.7,1673.0,32.2,166,0,0,0,0,0,0,0,8.3,53870.6
4712,M19571,M,303.4,311.7,1515.0,44.2,168,0,0,0,0,0,0,1,8.3,66963.0
4713,L51892,L,303.4,311.8,1564.0,35.9,171,0,0,0,0,0,0,0,8.4,56147.6
4714,L51893,L,303.5,311.8,1451.0,45.2,173,0,0,0,0,0,0,0,8.3,65585.2
4715,H34128,H,303.4,311.8,1693.0,28.3,175,0,0,0,0,0,0,2,8.4,47911.9
4716,L51895,L,303.4,311.7,1476.0,42.3,180,0,0,0,0,0,0,0,8.3,62434.8
4717,L51896,L,303.4,311.6,1712.0,30.1,182,0,0,0,0,0,0,0,8.2,51531.2
4718,M19577,M,303.4,311.6,1425.0,45.4,184,0,0,0,0,0,0,1,8.2,64695.0
4719,L51898,L,303.3,311.6,1337.0,56.8,187,1,0,1,0,0,0,0,8.3,75941.6
4720,M19579,M,303.4,311.7,1690.0,34.9,189,0,0,0,0,0,0,1,8.3,58981.0
4721,M19580,M,303.4,311.7,1353.0,44.1,192,1,0,1,0,0,0,1,8.3,59667.3
4722,L51901,L,303.5,311.8,1927.0,21.9,195,0,0,0,0,0,0,0,8.3,42201.3
4723,M19582,M,303.4,311.8,1391.0,42.7,197,0,0,0,0,0,0,1,8.4,59395.7
4724,L51903,L,303.4,311.8,1366.0,50.9,200,1,0,1,0,0,0,0,8.4,69529.4
4725,L51904,L,303.4,311.9,1771.0,31.6,202,0,0,0,0,0,0,0,8.5,55963.6
4726,M19585,M,303.4,311.8,1515.0,42.6,204,0,0,0,0,0,0,1,8.4,64539.0
4727,M19586,M,303.4,311.8,2076.62838774028,18.3,207,0,0,0,0,0,0,1,8.4,38002.299
4728,M19587,M,303.4,311.8,1341.0,47.0,210,1,0,1,0,0,0,1,8.4,63027.0
4729,L51908,L,303.4,311.7,1406.0,47.1,213,0,0,0,0,0,0,0,8.3,66222.6
4730,L51909,L,303.4,311.8,1306.0,61.0,215,1,0,1,0,1,0,0,8.4,79666.0
4731,L51910,L,303.3,311.7,1508.0,35.5,217,0,0,0,0,0,0,0,8.4,53534.0
4732,L51911,L,303.3,311.6,1301.0,45.1,219,1,0,1,0,0,0,0,8.3,58675.1
4733,L51912,L,303.3,311.7,1539.0,38.5,221,0,0,0,0,0,0,0,8.4,59251.5
4734,L51913,L,303.3,311.6,1484.0,44.6,223,0,0,0,0,0,0,0,8.3,66186.4
4735,L51914,L,303.2,311.5,1507.0,39.2,225,0,0,0,0,0,0,0,8.3,59074.4
4736,L51915,L,303.2,311.5,1544.0,42.5,227,0,0,0,0,0,0,0,8.3,65620.0
4737,L51916,L,303.2,311.5,1513.0,37.9,0,0,0,0,0,0,0,0,8.3,57342.7
4738,M19597,M,303.2,311.5,1336.0,58.2,2,1,0,1,0,0,0,1,8.3,77755.2
4739,M19598,M,303.2,311.4,2076.62838774028,19.0,5,0,0,0,0,0,0,1,8.2,39455.939
4740,L51919,L,303.2,311.4,1351.0,53.8,8,1,0,1,0,0,0,0,8.2,72683.8
4741,L51920,L,303.3,311.5,1601.0,35.2,10,0,0,0,0,0,0,0,8.2,56355.2
4742,L51921,L,303.2,311.3,1393.0,52.9,12,0,0,0,0,0,0,0,8.1,73689.7
4743,L51922,L,303.3,311.3,1592.0,33.7,14,0,0,0,0,0,0,0,8.0,53650.4
4744,L51923,L,303.3,311.3,1409.0,51.8,16,0,0,0,0,0,0,0,8.0,72986.2
4745,L51924,L,303.3,311.3,1393.0,47.4,18,0,0,0,0,0,0,0,8.0,66028.2
4746,H34159,H,303.2,311.2,1475.0,43.1,20,0,0,0,0,0,0,2,8.0,63572.5
4747,L51926,L,303.2,311.2,1427.0,45.6,25,0,0,0,0,0,0,0,8.0,65071.2
4748,L51927,L,303.3,311.2,1763.0,27.3,27,0,0,0,0,0,0,0,7.9,48129.9
4749,L51928,L,303.2,311.2,1363.0,46.7,29,1,0,1,0,0,0,0,8.0,63652.1
4750,L51929,L,303.2,311.2,1404.0,50.9,31,0,0,0,0,0,0,0,8.0,71463.6
4751,M19610,M,303.2,311.2,1688.0,31.9,33,0,0,0,0,0,0,1,8.0,53847.2
4752,L51931,L,303.3,311.4,1510.0,37.3,36,0,0,0,0,0,0,0,8.1,56323.0
4753,H34166,H,303.3,311.3,1502.0,39.5,38,0,0,0,0,0,0,2,8.0,59329.0
4754,H34167,H,303.2,311.4,1607.0,36.6,43,0,0,0,0,0,0,2,8.2,58816.2
4755,M19614,M,303.3,311.5,1384.0,54.8,48,0,0,0,0,0,0,1,8.2,75843.2
4756,L51935,L,303.4,311.7,1295.0,51.3,51,1,0,1,0,0,0,0,8.3,66433.5
4757,H34170,H,303.4,311.7,1991.0,19.0,53,0,0,0,0,0,0,2,8.3,37829.0
4758,L51937,L,303.4,311.6,1497.0,42.8,58,0,0,0,0,0,0,0,8.2,64071.6
4759,L51938,L,303.5,311.6,1465.0,48.7,60,0,0,0,0,0,0,0,8.1,71345.5
4760,L51939,L,303.5,311.6,1361.0,46.5,62,1,0,1,0,0,0,0,8.1,63286.5
4761,L51940,L,303.6,311.7,1546.0,38.5,64,0,0,0,0,0,0,0,8.1,59521.0
4762,H34175,H,303.7,311.9,1332.0,52.7,66,1,0,1,0,0,0,2,8.2,70196.4
4763,M19622,M,303.7,312.0,2076.62838774028,11.4,71,1,0,0,1,0,0,1,8.3,23673.564
4764,L51943,L,303.7,312.1,1443.0,45.9,74,0,0,0,0,0,0,0,8.4,66233.7
4765,M19624,M,303.7,312.0,1402.0,48.6,76,0,0,0,0,0,0,1,8.3,68137.2
4766,L51945,L,303.7,312.0,1892.0,22.5,79,0,0,0,0,0,0,0,8.3,42570.0
4767,M19626,M,303.6,312.0,1645.0,35.7,81,0,0,0,0,0,0,1,8.4,58726.5
4768,L51947,L,303.6,311.9,1473.0,50.1,84,0,0,0,0,0,0,0,8.3,73797.3
4769,L51948,L,303.6,312.0,1309.0,52.9,86,1,0,1,0,0,0,0,8.4,69246.1
4770,H34183,H,303.6,311.9,1544.0,37.1,88,0,0,0,0,0,0,2,8.3,57282.4
4771,L51950,L,303.5,311.9,1344.0,49.3,93,1,0,1,0,0,0,0,8.4,66259.2
4772,M19631,M,303.6,311.9,1617.0,36.0,95,0,0,0,0,0,0,1,8.3,58212.0
4773,M19632,M,303.6,312.0,1435.0,37.9,98,0,0,0,0,0,0,1,8.4,54386.5
4774,L51953,L,303.6,312.0,1391.0,50.3,101,0,0,0,0,0,0,0,8.4,69967.3
4775,L51954,L,303.6,312.0,1827.0,23.3,103,0,0,0,0,0,0,0,8.4,42569.1
4776,L51955,L,303.5,312.0,1761.0,25.8,105,0,0,0,0,0,0,0,8.5,45433.8
4777,L51956,L,303.5,312.1,1522.0,36.4,107,0,0,0,0,0,0,0,8.6,55400.8
4778,M19637,M,303.5,312.2,1818.0,23.6,109,0,0,0,0,0,0,1,8.7,42904.8
4779,H34192,H,303.6,312.2,1371.0,54.6,112,1,0,1,0,0,0,2,8.6,74856.6
4780,L51959,L,303.7,312.3,1511.0,38.9,117,0,0,0,0,0,0,0,8.6,58777.9
4781,L51960,L,303.7,312.4,1404.0,46.6,119,0,0,0,0,0,0,0,8.7,65426.4
4782,L51961,L,303.7,312.3,1384.0,45.9,121,0,0,0,0,0,0,0,8.6,63525.6
4783,L51962,L,303.8,312.5,1368.0,52.6,123,0,0,0,0,0,0,0,8.7,71956.8
4784,L51963,L,303.7,312.5,1641.0,36.0,125,0,0,0,0,0,0,0,8.8,59076.0
4785,L51964,L,303.9,312.6,1642.0,32.3,127,0,0,0,0,0,0,0,8.7,53036.6
4786,H34199,H,303.9,312.7,1401.0,50.0,129,0,0,0,0,0,0,2,8.8,70050.0
4787,L51966,L,303.8,312.6,1577.0,41.3,134,0,0,0,0,0,0,0,8.8,65130.1
4788,L51967,L,303.7,312.6,1396.0,44.1,136,0,0,0,0,0,0,0,8.9,61563.6
4789,H34202,H,303.7,312.6,1514.0,35.5,138,0,0,0,0,0,0,2,8.9,53747.0
4790,L51969,L,303.8,312.8,1646.0,35.8,143,0,0,0,0,0,0,0,9.0,58926.8
4791,L51970,L,303.8,312.8,1443.0,40.7,145,0,0,0,0,0,0,0,9.0,58730.1
4792,M19651,M,303.7,312.7,1469.0,48.5,147,0,0,0,0,0,0,1,9.0,71246.5
4793,H34206,H,303.7,312.7,1564.0,40.2,150,0,0,0,0,0,0,2,9.0,62872.8
4794,H34207,H,303.6,312.6,1498.0,40.2,155,0,0,0,0,0,0,2,9.0,60219.6
4795,L51974,L,303.6,312.6,1699.0,27.9,160,0,0,0,0,0,0,0,9.0,47402.1
4796,L51975,L,303.6,312.5,1431.0,49.0,162,0,0,0,0,0,0,0,8.9,70119.0
4797,L51976,L,303.5,312.4,1390.0,47.3,164,0,0,0,0,0,0,0,8.9,65747.0
4798,L51977,L,303.5,312.5,1380.0,46.1,166,0,0,0,0,0,0,0,9.0,63618.0
4799,L51978,L,303.5,312.5,1457.0,46.4,168,0,0,0,0,0,0,0,9.0,67604.8
4800,L51979,L,303.5,312.5,1418.0,42.2,170,0,0,0,0,0,0,0,9.0,59839.6
4801,M19660,M,303.5,312.5,1353.0,51.0,172,0,0,0,0,0,0,1,9.0,69003.0
4802,L51981,L,303.5,312.4,1574.0,32.7,175,0,0,0,0,0,0,0,8.9,51469.8
4803,M19662,M,303.5,312.4,1318.0,54.2,177,0,0,0,0,0,0,1,8.9,71435.6
4804,L51983,L,303.6,312.5,1710.0,31.4,180,0,0,0,0,0,0,0,8.9,53694.0
4805,L51984,L,303.7,312.6,1621.0,38.8,182,0,0,0,0,0,0,0,8.9,62894.8
4806,L51985,L,303.6,312.6,1606.0,33.6,184,0,0,0,0,0,0,0,9.0,53961.6
4807,H34220,H,303.6,312.5,1375.0,54.0,186,0,0,0,0,0,0,2,8.9,74250.0
4808,L51987,L,303.5,312.4,1503.0,36.5,191,0,0,0,0,0,0,0,8.9,54859.5
4809,L51988,L,303.5,312.3,1404.0,48.6,193,0,0,0,0,0,0,0,8.8,68234.4
4810,L51989,L,303.4,312.2,1656.0,32.7,195,0,0,0,0,0,0,0,8.8,54151.2
4811,M19670,M,303.4,312.1,1499.0,39.4,197,0,0,0,0,0,0,1,8.7,59060.6
4812,M19671,M,303.4,312.0,1748.0,28.4,200,0,0,0,0,0,0,1,8.6,49643.2
4813,L51992,L,303.4,311.9,1531.0,37.9,203,0,0,0,0,0,0,0,8.5,58024.9
4814,M19673,M,303.3,311.8,1536.0,40.6,205,0,0,0,0,0,0,1,8.5,62361.6
4815,L51994,L,303.4,311.8,1401.0,53.0,208,1,0,0,0,1,0,0,8.4,74253.0
4816,H34229,H,303.4,311.9,1534.0,33.2,210,0,0,0,0,0,0,2,8.5,50928.8
4817,L51996,L,303.4,312.0,1521.0,35.9,215,1,1,0,0,0,0,0,8.6,54603.9
4818,L51997,L,303.5,312.1,1674.0,30.8,0,0,0,0,0,0,0,0,8.6,51559.2
4819,M19678,M,303.6,312.1,1967.0,20.9,2,0,0,0,0,0,0,1,8.5,41110.3
4820,L51999,L,303.6,312.2,1696.0,30.7,5,0,0,0,0,0,0,0,8.6,52067.2
4821,M19680,M,303.6,312.1,1627.0,32.5,7,0,0,0,0,0,0,1,8.5,52877.5
4822,L52001,L,303.5,311.9,1405.0,45.6,10,0,0,0,0,0,0,0,8.4,64068.0
4823,L52002,L,303.5,311.9,1565.0,38.9,12,0,0,0,0,0,0,0,8.4,60878.5
4824,L52003,L,303.5,311.9,1493.0,38.7,14,0,0,0,0,0,0,0,8.4,57779.1
4825,L52004,L,303.4,311.8,1499.0,45.0,16,0,0,0,0,0,0,0,8.4,67455.0
4826,L52005,L,303.3,311.8,1692.0,30.6,18,0,0,0,0,0,0,0,8.5,51775.2
4827,L52006,L,303.4,311.8,2076.62838774028,15.8,20,0,0,0,0,0,0,0,8.4,32810.729
4828,L52007,L,303.4,311.8,1438.0,58.9,22,0,0,0,0,0,0,0,8.4,84698.2
4829,L52008,L,303.5,311.9,1515.0,39.2,24,0,0,0,0,0,0,0,8.4,59388.0
4830,L52009,L,303.4,311.9,1491.0,38.2,26,0,0,0,0,0,0,0,8.5,56956.2
4831,L52010,L,303.5,312.0,1756.0,29.7,28,0,0,0,0,0,0,0,8.5,52153.2
4832,L52011,L,303.5,312.0,1366.0,54.5,30,1,0,1,0,0,0,0,8.5,74447.0
4833,L52012,L,303.5,312.0,1436.0,45.1,32,0,0,0,0,0,0,0,8.5,64763.6
4834,L52013,L,303.4,311.9,1377.0,41.6,34,1,0,1,0,0,0,0,8.5,57283.2
4835,M19694,M,303.4,311.9,1510.0,42.2,36,0,0,0,0,0,0,1,8.5,63722.0
4836,M19695,M,303.4,311.9,1419.0,50.9,39,0,0,0,0,0,0,1,8.5,72227.1
4837,L52016,L,303.3,311.8,1315.0,62.0,42,1,0,1,0,0,0,0,8.5,81530.0
4838,H34251,H,303.3,311.8,1806.0,27.7,44,0,0,0,0,0,0,2,8.5,50026.2
4839,H34252,H,303.3,311.8,1649.0,29.4,49,0,0,0,0,0,0,2,8.5,48480.6
4840,H34253,H,303.4,311.9,1402.0,50.0,54,0,0,0,0,0,0,2,8.5,70100.0
4841,L52020,L,303.4,311.9,1298.0,63.9,59,1,0,1,0,0,0,0,8.5,82942.2
4842,M19701,M,303.3,311.8,1441.0,44.9,61,0,0,0,0,0,0,1,8.5,64700.9
4843,M19702,M,303.3,311.8,1489.0,49.4,64,0,0,0,0,0,0,1,8.5,73556.6
4844,L52023,L,303.3,311.8,1842.0,24.5,67,0,0,0,0,0,0,0,8.5,45129.0
4845,M19704,M,303.4,311.8,1316.0,50.9,69,1,0,1,0,0,0,1,8.4,66984.4
4846,M19705,M,303.3,311.8,1583.0,33.3,72,0,0,0,0,0,0,1,8.5,52713.9
4847,M19706,M,303.3,311.8,1548.0,33.5,75,0,0,0,0,0,0,1,8.5,51858.0
4848,L52027,L,303.4,311.9,1434.0,44.6,78,0,0,0,0,0,0,0,8.5,63956.4
4849,H34262,H,303.5,312.0,1397.0,52.9,80,0,0,0,0,0,0,2,8.5,73901.3
4850,M19709,M,303.5,312.0,1475.0,42.9,85,0,0,0,0,0,0,1,8.5,63277.5
4851,L52030,L,303.5,312.0,1441.0,56.8,88,0,0,0,0,0,0,0,8.5,81848.8
4852,L52031,L,303.7,312.1,1363.0,51.8,90,1,0,1,0,0,0,0,8.4,70603.4
4853,L52032,L,303.7,312.2,1619.0,34.9,92,0,0,0,0,0,0,0,8.5,56503.1
4854,L52033,L,303.7,312.2,1487.0,34.0,94,0,0,0,0,0,0,0,8.5,50558.0
4855,L52034,L,303.7,312.2,1568.0,33.8,96,0,0,0,0,0,0,0,8.5,52998.4
4856,L52035,L,303.7,312.3,1375.0,46.2,98,0,0,0,0,0,0,0,8.6,63525.0
4857,M19716,M,303.6,312.3,1698.0,31.3,100,0,0,0,0,0,0,1,8.7,53147.4
4858,L52037,L,303.7,312.3,1606.0,37.4,103,0,0,0,0,0,0,0,8.6,60064.4
4859,L52038,L,303.7,312.3,1349.0,51.0,105,0,0,0,0,0,0,0,8.6,68799.0
4860,L52039,L,303.7,312.4,1535.0,38.6,107,0,0,0,0,0,0,0,8.7,59251.0
4861,M19720,M,303.6,312.4,1504.0,49.5,109,0,0,0,0,0,0,1,8.8,74448.0
4862,L52041,L,303.5,312.3,1946.0,21.1,112,0,0,0,0,0,0,0,8.8,41060.6
4863,L52042,L,303.5,312.1,1326.0,55.7,114,0,0,0,0,0,0,0,8.6,73858.2
4864,M19723,M,303.6,312.3,1915.0,22.3,116,0,0,0,0,0,0,1,8.7,42704.5
4865,L52044,L,303.6,312.3,1451.0,43.4,119,0,0,0,0,0,0,0,8.7,62973.4
4866,M19725,M,303.5,312.3,1624.0,34.8,121,0,0,0,0,0,0,1,8.8,56515.2
4867,L52046,L,303.6,312.4,1781.0,28.7,124,0,0,0,0,0,0,0,8.8,51114.7
4868,L52047,L,303.6,312.5,1345.0,54.1,126,0,0,0,0,0,0,0,8.9,72764.5
4869,L52048,L,303.6,312.4,1418.0,46.0,128,0,0,0,0,0,0,0,8.8,65228.0
4870,L52049,L,303.7,312.4,1718.0,26.5,130,0,0,0,0,0,0,0,8.7,45527.0
4871,M19730,M,303.7,312.4,1631.0,28.5,132,0,0,0,0,0,0,1,8.7,46483.5
4872,L52051,L,303.7,312.4,1513.0,40.1,135,0,0,0,0,0,0,0,8.7,60671.3
4873,L52052,L,303.7,312.4,1316.0,59.3,137,0,0,0,0,0,0,0,8.7,78038.8
4874,M19733,M,303.7,312.4,1474.0,38.8,139,0,0,0,0,0,0,1,8.7,57191.2
4875,L52054,L,303.8,312.5,1619.0,30.9,142,0,0,0,0,0,0,0,8.7,50027.1
4876,L52055,L,303.7,312.4,1702.0,31.2,144,0,0,0,0,0,0,0,8.7,53102.4
4877,M19736,M,303.7,312.4,1540.0,37.4,146,0,0,0,0,0,0,1,8.7,57596.0
4878,M19737,M,303.7,312.4,1546.0,33.7,149,0,0,0,0,0,0,1,8.7,52100.2
4879,L52058,L,303.7,312.4,1348.0,51.0,152,0,0,0,0,0,0,0,8.7,68748.0
4880,H34293,H,303.7,312.5,1520.0,35.6,154,0,0,0,0,0,0,2,8.8,54112.0
4881,M19740,M,303.8,312.6,1527.0,41.9,159,0,0,0,0,0,0,1,8.8,63981.3
4882,M19741,M,303.8,312.6,1406.0,47.1,162,0,0,0,0,0,0,1,8.8,66222.6
4883,L52062,L,303.7,312.5,1462.0,46.2,165,0,0,0,0,0,0,0,8.8,67544.4
4884,M19743,M,303.8,312.6,1684.0,29.3,167,0,0,0,0,0,0,1,8.8,49341.2
4885,H34298,H,303.8,312.5,1655.0,28.0,170,0,0,0,0,0,0,2,8.7,46340.0
